data/en/train
common_voice_es_18306544.mp3.wav	23000
common_voice_es_18306545.mp3.wav	49800
common_voice_es_18306546.mp3.wav	17800
common_voice_es_18306547.mp3.wav	39400
common_voice_es_18306548.mp3.wav	81400
common_voice_es_18306565.mp3.wav	35400
common_voice_es_18306566.mp3.wav	60800
common_voice_es_18306567.mp3.wav	22000
common_voice_es_18306568.mp3.wav	30000
common_voice_es_18306579.mp3.wav	46200
common_voice_es_18306580.mp3.wav	19600
common_voice_es_18306581.mp3.wav	29200
common_voice_es_18306582.mp3.wav	30600
common_voice_es_18306583.mp3.wav	46000
common_voice_es_18306589.mp3.wav	25000
common_voice_es_18306590.mp3.wav	37000
common_voice_es_18306591.mp3.wav	29200
common_voice_es_18306592.mp3.wav	35800
common_voice_es_18306593.mp3.wav	11000
common_voice_es_18306594.mp3.wav	24400
common_voice_es_18306595.mp3.wav	45800
common_voice_es_18306596.mp3.wav	12400
common_voice_es_18306597.mp3.wav	19600
common_voice_es_18306598.mp3.wav	32600
common_voice_es_18306604.mp3.wav	40800
common_voice_es_18306605.mp3.wav	32400
common_voice_es_18306606.mp3.wav	14800
common_voice_es_18306607.mp3.wav	34000
common_voice_es_18306608.mp3.wav	57400
common_voice_es_18306624.mp3.wav	34000
common_voice_es_18306625.mp3.wav	27200
common_voice_es_18306626.mp3.wav	32000
common_voice_es_18306627.mp3.wav	27400
common_voice_es_18306628.mp3.wav	38200
common_voice_es_18306629.mp3.wav	41600
common_voice_es_18306630.mp3.wav	20400
common_voice_es_18306631.mp3.wav	33000
common_voice_es_18306632.mp3.wav	21400
common_voice_es_18306634.mp3.wav	37400
common_voice_es_18306819.mp3.wav	42000
common_voice_es_18306820.mp3.wav	38000
common_voice_es_18306821.mp3.wav	27000
common_voice_es_18306822.mp3.wav	40200
common_voice_es_18306823.mp3.wav	48000
common_voice_es_18306829.mp3.wav	21400
common_voice_es_18306830.mp3.wav	41200
common_voice_es_18306832.mp3.wav	32200
common_voice_es_18306833.mp3.wav	24000
common_voice_es_18306844.mp3.wav	34800
common_voice_es_18306869.mp3.wav	27000
common_voice_es_18306870.mp3.wav	20000
common_voice_es_18306871.mp3.wav	23000
common_voice_es_18306872.mp3.wav	37200
common_voice_es_18306873.mp3.wav	36600
common_voice_es_18306884.mp3.wav	80200
common_voice_es_18306885.mp3.wav	38000
common_voice_es_18306887.mp3.wav	40000
common_voice_es_18306888.mp3.wav	46000
common_voice_es_18306914.mp3.wav	44200
common_voice_es_18306915.mp3.wav	29000
common_voice_es_18306916.mp3.wav	37600
common_voice_es_18306917.mp3.wav	19200
common_voice_es_18306918.mp3.wav	31200
common_voice_es_18307254.mp3.wav	24000
common_voice_es_18307255.mp3.wav	33400
common_voice_es_18307256.mp3.wav	22400
common_voice_es_18307258.mp3.wav	17200
common_voice_es_18307264.mp3.wav	26600
common_voice_es_18307265.mp3.wav	36200
common_voice_es_18307266.mp3.wav	36800
common_voice_es_18307268.mp3.wav	51600
common_voice_es_18307284.mp3.wav	26400
common_voice_es_18307287.mp3.wav	42800
common_voice_es_18307289.mp3.wav	59400
common_voice_es_18307291.mp3.wav	37400
common_voice_es_18307294.mp3.wav	40400
common_voice_es_18307296.mp3.wav	31400
common_voice_es_18307298.mp3.wav	47600
common_voice_es_18307301.mp3.wav	22000
common_voice_es_18307304.mp3.wav	42000
common_voice_es_18307305.mp3.wav	38200
common_voice_es_18307306.mp3.wav	37400
common_voice_es_18307307.mp3.wav	74000
common_voice_es_18307308.mp3.wav	9600
common_voice_es_18307329.mp3.wav	52400
common_voice_es_18307330.mp3.wav	18200
common_voice_es_18307331.mp3.wav	44200
common_voice_es_18307332.mp3.wav	26400
common_voice_es_18307333.mp3.wav	37600
common_voice_es_18307339.mp3.wav	26600
common_voice_es_18307340.mp3.wav	45200
common_voice_es_18307341.mp3.wav	41000
common_voice_es_18307342.mp3.wav	28400
common_voice_es_18307343.mp3.wav	45200
common_voice_es_18307344.mp3.wav	51200
common_voice_es_18307346.mp3.wav	20000
common_voice_es_18307347.mp3.wav	39600
common_voice_es_18307348.mp3.wav	21200
common_voice_es_18308707.mp3.wav	32400
common_voice_es_18308708.mp3.wav	25800
common_voice_es_18308709.mp3.wav	51200
common_voice_es_18308710.mp3.wav	63600
common_voice_es_18308711.mp3.wav	28200
common_voice_es_18308712.mp3.wav	41400
common_voice_es_18308713.mp3.wav	41400
common_voice_es_18308714.mp3.wav	47600
common_voice_es_18308715.mp3.wav	22600
common_voice_es_18308716.mp3.wav	45600
common_voice_es_18309780.mp3.wav	28200
common_voice_es_18310027.mp3.wav	34600
common_voice_es_18311011.mp3.wav	34000
common_voice_es_18311012.mp3.wav	25800
common_voice_es_18311013.mp3.wav	24000
common_voice_es_18311016.mp3.wav	16800
common_voice_es_18311017.mp3.wav	28200
common_voice_es_18311018.mp3.wav	34000
common_voice_es_18311020.mp3.wav	46200
common_voice_es_18311027.mp3.wav	46000
common_voice_es_18311034.mp3.wav	70600
common_voice_es_18311036.mp3.wav	47200
common_voice_es_18311037.mp3.wav	17400
common_voice_es_18311042.mp3.wav	27400
common_voice_es_18311044.mp3.wav	32000
common_voice_es_18311045.mp3.wav	21800
common_voice_es_18311049.mp3.wav	44000
common_voice_es_18311056.mp3.wav	29800
common_voice_es_18311057.mp3.wav	35800
common_voice_es_18311058.mp3.wav	39000
common_voice_es_18311059.mp3.wav	34600
common_voice_es_18311061.mp3.wav	48600
common_voice_es_18311063.mp3.wav	35600
common_voice_es_18311067.mp3.wav	54600
common_voice_es_18311068.mp3.wav	44400
common_voice_es_18311070.mp3.wav	47600
common_voice_es_18311073.mp3.wav	21800
common_voice_es_18311078.mp3.wav	36800
common_voice_es_18311079.mp3.wav	47400
common_voice_es_18311081.mp3.wav	41800
common_voice_es_18311102.mp3.wav	39600
common_voice_es_18311103.mp3.wav	51400
common_voice_es_18311105.mp3.wav	22400
common_voice_es_18311106.mp3.wav	44400
common_voice_es_18311112.mp3.wav	24600
common_voice_es_18311113.mp3.wav	41000
common_voice_es_18311115.mp3.wav	39600
common_voice_es_18311116.mp3.wav	35000
common_voice_es_18311122.mp3.wav	43000
common_voice_es_18311123.mp3.wav	45200
common_voice_es_18311125.mp3.wav	27200
common_voice_es_18311126.mp3.wav	31800
common_voice_es_18311127.mp3.wav	32800
common_voice_es_18311128.mp3.wav	43200
common_voice_es_18311129.mp3.wav	49600
common_voice_es_18311130.mp3.wav	64000
common_voice_es_18311132.mp3.wav	41800
common_voice_es_18311133.mp3.wav	52000
common_voice_es_18311134.mp3.wav	58200
common_voice_es_18311135.mp3.wav	33000
common_voice_es_18311137.mp3.wav	35600
common_voice_es_18311138.mp3.wav	45200
common_voice_es_18311139.mp3.wav	25800
common_voice_es_18311140.mp3.wav	34400
common_voice_es_18311141.mp3.wav	28600
common_voice_es_18311142.mp3.wav	32600
common_voice_es_18311143.mp3.wav	33400
common_voice_es_18311144.mp3.wav	44200
common_voice_es_18311145.mp3.wav	23200
common_voice_es_18311146.mp3.wav	20000
common_voice_es_18311148.mp3.wav	52400
common_voice_es_18311149.mp3.wav	39400
common_voice_es_18311152.mp3.wav	66000
common_voice_es_18311154.mp3.wav	31600
common_voice_es_18311157.mp3.wav	38200
common_voice_es_18311159.mp3.wav	28800
common_voice_es_18311160.mp3.wav	50000
common_voice_es_18311161.mp3.wav	24400
common_voice_es_18311163.mp3.wav	39800
common_voice_es_18311168.mp3.wav	37000
common_voice_es_18311170.mp3.wav	67800
common_voice_es_18311171.mp3.wav	45000
common_voice_es_18311172.mp3.wav	38000
common_voice_es_18311173.mp3.wav	40400
common_voice_es_18311174.mp3.wav	23200
common_voice_es_18311175.mp3.wav	20400
common_voice_es_18311183.mp3.wav	29000
common_voice_es_18311184.mp3.wav	35400
common_voice_es_18311185.mp3.wav	61000
common_voice_es_18311186.mp3.wav	27000
common_voice_es_18311187.mp3.wav	87200
common_voice_es_18311188.mp3.wav	56000
common_voice_es_18311191.mp3.wav	63400
common_voice_es_18311192.mp3.wav	28200
common_voice_es_18311194.mp3.wav	22000
common_voice_es_18311195.mp3.wav	21400
common_voice_es_18311196.mp3.wav	21000
common_voice_es_18311197.mp3.wav	75800
common_voice_es_18311198.mp3.wav	29800
