CMDLINE fairseq-train /Users/tomalcorn/Documents/University/pg/diss/DATA_ROOT_EP_DOC --config-yaml config.yaml --multitask-config-yaml config_multitask.yaml --task doc_speech_to_speech --target-is-code --target-code-size 100 --vocoder code_hifigan --criterion doc_speech_to_unit --label-smoothing 0.2 --arch doc_s2ut_transformer --share-decoder-input-output-embed --dropout 0.1 --attention-dropout 0.1 --relu-dropout 0.1 --train-subset train --valid-subset dev --save-dir /Users/tomalcorn/Documents/University/pg/diss/12_DOC/models/ep --lr 0.0005 --lr-scheduler inverse_sqrt --warmup-init-lr 1e-7 --warmup-updates 10000 --optimizer adam --adam-betas (0.9,0.98) --clip-norm 10.0 --max-update 400000 --max-tokens 1500 --max-source-positions 500 --update-freq 1 --seed 1 --num-workers 8 --max-epoch 1 --save-interval 1 --doc-context-size 1 --conv-version no_subsample
MEM 0.171875 1723194749.1315
MEM 30.265625 1723194749.2367
MEM 58.890625 1723194749.3399
MEM 84.093750 1723194749.4402
MEM 116.359375 1723194749.5453
MEM 132.906250 1723194749.6504
MEM 149.593750 1723194749.7555
MEM 159.343750 1723194749.8606
MEM 178.546875 1723194749.9658
MEM 192.718750 1723194750.0709
MEM 210.656250 1723194750.1760
MEM 217.390625 1723194750.2780
MEM 228.125000 1723194750.3832
MEM 240.531250 1723194750.4872
MEM 257.203125 1723194750.5918
MEM 266.984375 1723194750.6968
MEM 271.468750 1723194750.8000
MEM 272.421875 1723194750.9051
MEM 274.734375 1723194751.0101
MEM 276.593750 1723194751.1151
MEM 278.500000 1723194751.2202
MEM 305.671875 1723194751.3253
MEM 443.031250 1723194751.4270
MEM 458.125000 1723194751.5305
MEM 472.125000 1723194751.6356
MEM 472.203125 1723194751.7407
MEM 472.843750 1723194751.8457
MEM 489.296875 1723194751.9509
MEM 483.312500 1723194752.0561
